transaction_id,value_date,posted_at,amount,currency,dr_cr,merchant_name,reference,narrative,channel,account_type,city,keyword_hit,category_id,category_display_name
TX1185594384,2023-04-13,2023-04-14,77262.58,INR,CR,Corporate Expense Desk,NEFT7615930,NEFT NEFT7615930 AXIS CREDIT Corporate Expense Desk cashback,NEFT,CREDIT_CARD,Jaipur,cashback,INCOME,Income & Refunds
TX3537791439,2023-04-28,2023-04-29,1124.88,INR,DR,Sony LIV,CARD713742,RUPAY SONY LIV PUNE REF CARD713742,CARD,CREDIT_CARD,Pune,ott,ENTERTAINMENT,Entertainment & Media
TX1052833145,2023-02-28,2023-02-28,612.61,INR,DR,NPCI,CARD694198,MASTERCARD NPCI HYDERABAD REF CARD694198,CARD,CREDIT_CARD,Hyderabad,surcharge reversal,FEES,Fees & Adjustments
TX2036628315,2023-03-16,2023-03-19,23631.76,INR,DR,IndiGo,NB6664816,AXIS NETBANK IndiGo makemytrip NB6664816,NETBANKING,SAVINGS,Kochi,makemytrip,TRAVEL,Travel – Flights & Rail
TX7428852288,2023-03-26,2023-03-27,1265.64,INR,DR,Zomato,CARD261737,RUPAY ZOMATO DELHI REF CARD261737,CARD,CREDIT_CARD,Delhi,mcd,DINING,Dining & Food Delivery
TX5941373255,2023-04-23,2023-04-25,1989.90,INR,DR,Netflix,UPI98304959,UPI/UPI98304959 Netflix@upi netflix PUNE,UPI,CURRENT,Pune,netflix,ENTERTAINMENT,Entertainment & Media
TX5691119368,2024-01-05,2024-01-05,2380.57,INR,DR,Zoom,UPI32128848,UPI/UPI32128848 Zoom@ibl digital ocean MUMBAI,UPI,SAVINGS,Mumbai,digital ocean,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4137101761,2023-06-06,2023-06-09,2198.20,INR,DR,Google Workspace,UPI94771645,UPI/UPI94771645 Google Workspace@oksbi notion JAIPUR,UPI,CURRENT,Jaipur,notion,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX2757630199,2024-04-27,2024-04-30,1923.64,INR,DR,Bharat Petroleum,POS886198,POS KOLKATA BHARAT PETROLEUM REF POS886198,POS,SAVINGS,Kolkata,cng,FUEL,Fuel & Gas Stations
TX5094712670,2023-04-17,2023-04-17,119575.36,INR,CR,Employer Payroll,SAL770991,SALARY CREDIT Employer Payroll SAL770991,SALARY,CREDIT_CARD,Jaipur,payroll,INCOME,Income & Refunds
TX3239361560,2023-12-26,2023-12-27,3354.44,INR,DR,Tata Power Delhi Distribution,NB7424251,YES NETBANK Tata Power Delhi Distribution power bill NB7424251,NETBANKING,SAVINGS,Chennai,power bill,UTILITIES_POWER,Utilities – Electricity
TX9336448023,2024-04-13,2024-04-15,20407.99,INR,DR,MakeMyTrip,CARD849161,RUPAY MAKEMYTRIP MUMBAI REF CARD849161,CARD,SAVINGS,Mumbai,vistara,TRAVEL,Travel – Flights & Rail
TX8092383639,2023-09-18,2023-09-21,36078.44,INR,DR,PolicyBazaar,NEFT1181464,NEFT NEFT1181464 AXIS CREDIT PolicyBazaar convenience fee,NEFT,SAVINGS,Chennai,convenience fee,FINANCIAL_SERVICES,Financial Services & Charges
TX4323004445,2023-06-03,2023-06-03,2073.91,INR,DR,BookMyShow,UPI89934361,UPI/UPI89934361 BookMyShow@ibl zee5 KOCHI,UPI,SAVINGS,Kochi,zee5,ENTERTAINMENT,Entertainment & Media
TX5543335824,2024-03-16,2024-03-18,2750.82,INR,DR,BigBasket,POS870812,POS AHMEDABAD BIGBASKET REF POS870812,POS,CREDIT_CARD,Ahmedabad,bazaar,GROCERIES,Groceries & Daily Essentials
TX1527020313,2023-10-01,2023-10-02,1771.72,INR,DR,Tata Power Delhi Distribution,AUTO210385,AUTOPAY Tata Power Delhi Distribution mseb REF AUTO210385,AUTOPAY,CURRENT,Mumbai,mseb,UTILITIES_POWER,Utilities – Electricity
TX3699694743,2023-05-01,2023-05-03,1754.52,INR,DR,Netflix,UPI94782137,UPI/UPI94782137 Netflix@okhdfcbank theatre BENGALURU,UPI,SAVINGS,Bengaluru,theatre,ENTERTAINMENT,Entertainment & Media
TX4693354906,2023-06-27,2023-06-29,1658.53,INR,DR,Mahanagar Gas Limited,AUTO255277,AUTOPAY Mahanagar Gas Limited water board REF AUTO255277,AUTOPAY,CURRENT,Ahmedabad,water board,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX2501813642,2024-03-22,2024-03-24,11955.86,INR,DR,Google Workspace,CARD548363,MASTERCARD GOOGLE WORKSPACE HYDERABAD REF CARD548363,CARD,CREDIT_CARD,Hyderabad,subscription,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX8116250837,2023-07-08,2023-07-11,62610.71,INR,CR,Corporate Expense Desk,NEFT1958140,NEFT NEFT1958140 SBI CREDIT Corporate Expense Desk reversal,NEFT,CREDIT_CARD,Jaipur,reversal,INCOME,Income & Refunds
TX8744003768,2023-05-08,2023-05-08,7186.22,INR,DR,Myntra,UPI54104564,UPI/UPI54104564 Myntra@upi fkrt JAIPUR,UPI,CURRENT,Jaipur,fkrt,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX9457461619,2024-01-26,2024-01-29,1471.76,INR,DR,Airtel Payments,UPI18385178,UPI/UPI18385178 Airtel Payments@okhdfcbank broadband KOLKATA,UPI,SAVINGS,Kolkata,broadband,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6599170560,2023-07-08,2023-07-11,14336.61,INR,DR,Ketto,UPI37732841,UPI/UPI37732841 Ketto@paytm milaap KOLKATA,UPI,CREDIT_CARD,Kolkata,milaap,CHARITY,Charity & Donations
TX3779078655,2024-03-20,2024-03-23,46936.35,INR,DR,Urban Ladder,CARD889545,MASTERCARD URBAN LADDER MUMBAI REF CARD889545,CARD,CREDIT_CARD,Mumbai,home centre,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX3280441925,2023-02-16,2023-02-17,1808.29,INR,DR,NPCI,CARD182018,AMEX NPCI HYDERABAD REF CARD182018,CARD,CREDIT_CARD,Hyderabad,surcharge reversal,FEES,Fees & Adjustments
TX8871609988,2023-06-09,2023-06-11,9988.81,INR,DR,Apollo Hospitals,CARD596474,VISA APOLLO HOSPITALS MUMBAI REF CARD596474,CARD,CREDIT_CARD,Mumbai,diagnostic,HEALTH,Health & Wellness
TX9877330232,2023-05-31,2023-06-02,1164.10,INR,DR,Airtel Payments,AUTO864838,AUTOPAY Airtel Payments mtnl REF AUTO864838,AUTOPAY,SAVINGS,Hyderabad,mtnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX8044191515,2023-07-14,2023-07-15,8830.64,INR,DR,Google Workspace,UPI66408606,UPI/UPI66408606 Google Workspace@upi adobe CHENNAI,UPI,SAVINGS,Chennai,adobe,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4334488530,2023-01-27,2023-01-29,42926.38,INR,DR,Indian Railways,CARD332245,MASTERCARD INDIAN RAILWAYS AHMEDABAD REF CARD332245,CARD,CURRENT,Ahmedabad,goibibo,TRAVEL,Travel – Flights & Rail
TX5273488705,2024-03-28,2024-03-29,11380.51,INR,DR,GiveIndia,UPI64833455,UPI/UPI64833455 GiveIndia@ibl trust AHMEDABAD,UPI,CURRENT,Ahmedabad,trust,CHARITY,Charity & Donations
TX5263107611,2023-05-11,2023-05-13,41728.90,INR,DR,Urban Ladder,NB2260659,YES NETBANK Urban Ladder sanitaryware NB2260659,NETBANKING,CREDIT_CARD,Kochi,sanitaryware,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9575929038,2024-03-31,2024-04-03,11080.23,INR,DR,Zoom,CARD914327,VISA ZOOM MUMBAI REF CARD914327,CARD,CREDIT_CARD,Mumbai,linode,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX1765457213,2024-01-24,2024-01-27,2064.24,INR,DR,Netflix,SUB270579,SUBSCRIPTION Netflix theatre SUB270579,SUBSCRIPTION,SAVINGS,Chennai,theatre,ENTERTAINMENT,Entertainment & Media
TX4631866455,2023-09-18,2023-09-19,3149.84,INR,DR,Adobe Creative Cloud,UPI99375714,UPI/UPI99375714 Adobe Creative Cloud@oksbi renewal HYDERABAD,UPI,CREDIT_CARD,Hyderabad,renewal,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX1369879425,2024-03-09,2024-03-09,1796.75,INR,DR,Tata Power Delhi Distribution,NB4617763,SBI NETBANK Tata Power Delhi Distribution mppkvvcl NB4617763,NETBANKING,CREDIT_CARD,Kolkata,mppkvvcl,UTILITIES_POWER,Utilities – Electricity
TX2491300768,2023-09-18,2023-09-20,35968.50,INR,DR,Fortis Healthcare,NB4306386,AXIS NETBANK Fortis Healthcare clinic NB4306386,NETBANKING,SAVINGS,Bengaluru,clinic,HEALTH,Health & Wellness
TX5992131373,2024-01-30,2024-01-31,1197.23,INR,DR,Indraprastha Gas Limited,NB8119929,HDFC NETBANK Indraprastha Gas Limited piped gas NB8119929,NETBANKING,CREDIT_CARD,Bengaluru,piped gas,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX5336169544,2023-02-08,2023-02-08,5162.24,INR,DR,Flipkart,CARD117815,RUPAY FLIPKART AHMEDABAD REF CARD117815,CARD,CURRENT,Ahmedabad,order id,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX8235430053,2024-02-06,2024-02-09,566.86,INR,DR,Jio Platforms,AUTO247349,AUTOPAY Jio Platforms bsnl REF AUTO247349,AUTOPAY,CURRENT,Chennai,bsnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX1311159780,2023-10-05,2023-10-08,3261.67,INR,DR,Adani Electricity Mumbai,AUTO989435,AUTOPAY Adani Electricity Mumbai cesc REF AUTO989435,AUTOPAY,SAVINGS,Kolkata,cesc,UTILITIES_POWER,Utilities – Electricity
TX7600399688,2024-01-28,2024-01-31,2217.79,INR,DR,Reliance Fresh,CARD137916,RUPAY RELIANCE FRESH KOCHI REF CARD137916,CARD,CURRENT,Kochi,spencer's,GROCERIES,Groceries & Daily Essentials
TX5112860836,2023-04-24,2023-04-27,1390.51,INR,DR,Jio Platforms,UPI95989362,UPI/UPI95989362 Jio Platforms@okhdfcbank jio AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,jio,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6460887630,2024-04-07,2024-04-09,22796.31,INR,DR,Local Schools,UPI75941307,UPI/UPI75941307 Local Schools@ibl school fee KOLKATA,UPI,CREDIT_CARD,Kolkata,school fee,EDUCATION,Education & Learning
TX3279698499,2023-07-30,2023-07-31,4469.60,INR,DR,Myntra,CARD564126,AMEX MYNTRA DELHI REF CARD564126,CARD,SAVINGS,Delhi,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX9570022529,2023-04-22,2023-04-22,1635.49,INR,DR,Mahanagar Gas Limited,AUTO228472,AUTOPAY Mahanagar Gas Limited png REF AUTO228472,AUTOPAY,SAVINGS,Bengaluru,png,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX9743245546,2024-03-05,2024-03-07,917.54,INR,DR,Airtel Payments,UPI38508193,UPI/UPI38508193 Airtel Payments@paytm mtnl JAIPUR,UPI,SAVINGS,Jaipur,mtnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX4288015799,2023-01-05,2023-01-06,6363.40,INR,DR,Flipkart,NB5753805,AXIS NETBANK Flipkart order id NB5753805,NETBANKING,CURRENT,Pune,order id,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX4472562945,2023-11-21,2023-11-22,43384.91,INR,DR,Croma,NB8596404,HDFC NETBANK Croma lg showroom NB8596404,NETBANKING,SAVINGS,Hyderabad,lg showroom,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX4182653547,2023-06-07,2023-06-07,1623.19,INR,DR,Netflix,SUB412139,SUBSCRIPTION Netflix sony liv SUB412139,SUBSCRIPTION,SAVINGS,Delhi,sony liv,ENTERTAINMENT,Entertainment & Media
TX8305276209,2023-05-11,2023-05-14,48404.29,INR,DR,Apple Store,CARD270678,RUPAY APPLE STORE KOLKATA REF CARD270678,CARD,CREDIT_CARD,Kolkata,apple store,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX7212822582,2023-09-18,2023-09-19,2292.09,INR,DR,Amazon India,UPI34147729,UPI/UPI34147729 Amazon India@upi flipkart CHENNAI,UPI,CURRENT,Chennai,flipkart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX8337592882,2024-01-19,2024-01-19,2154.67,INR,DR,Tata Power Delhi Distribution,NB1994753,SBI NETBANK Tata Power Delhi Distribution mseb NB1994753,NETBANKING,CURRENT,Chennai,mseb,UTILITIES_POWER,Utilities – Electricity
TX4375965662,2023-06-18,2023-06-20,722.47,INR,DR,Indraprastha Gas Limited,NB1997591,ICICI NETBANK Indraprastha Gas Limited igl NB1997591,NETBANKING,CURRENT,Ahmedabad,igl,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX5246816332,2024-04-09,2024-04-09,470.43,INR,DR,NPCI,CARD640486,RUPAY NPCI HYDERABAD REF CARD640486,CARD,SAVINGS,Hyderabad,surcharge reversal,FEES,Fees & Adjustments
TX3831382593,2023-02-14,2023-02-15,6036.41,INR,DR,Adobe Creative Cloud,SUB232978,SUBSCRIPTION Adobe Creative Cloud zoom SUB232978,SUBSCRIPTION,CURRENT,Hyderabad,zoom,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6986240463,2024-04-25,2024-04-26,53119.16,INR,DR,PolicyBazaar,NEFT9647010,NEFT NEFT9647010 HDFC CREDIT PolicyBazaar premium,NEFT,CURRENT,Delhi,premium,FINANCIAL_SERVICES,Financial Services & Charges
TX4599686576,2023-08-07,2023-08-09,1067.76,INR,DR,Payment Gateway,CARD378017,MASTERCARD PAYMENT GATEWAY KOLKATA REF CARD378017,CARD,SAVINGS,Kolkata,service charge,FEES,Fees & Adjustments
TX2045524550,2023-11-03,2023-11-06,38233.48,INR,DR,Indian Railways,CARD993769,MASTERCARD INDIAN RAILWAYS BENGALURU REF CARD993769,CARD,SAVINGS,Bengaluru,ticket booking,TRAVEL,Travel – Flights & Rail
TX7311437148,2023-04-24,2023-04-24,99702.25,INR,CR,Employer Payroll,SAL260535,SALARY CREDIT Employer Payroll SAL260535,SALARY,CURRENT,Delhi,credit salary,INCOME,Income & Refunds
TX7758280494,2023-04-30,2023-04-30,28130.32,INR,DR,Air India,NB1129944,SBI NETBANK Air India spicejet NB1129944,NETBANKING,SAVINGS,Ahmedabad,spicejet,TRAVEL,Travel – Flights & Rail
TX8928084565,2023-02-13,2023-02-16,3589.24,INR,DR,Amazon India,UPI79329789,UPI/UPI79329789 Amazon India@ibl cart KOCHI,UPI,SAVINGS,Kochi,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX7416596006,2023-12-28,2023-12-28,57775.12,INR,DR,Unacademy,UPI79944723,UPI/UPI79944723 Unacademy@ibl khan academy KOCHI,UPI,CURRENT,Kochi,khan academy,EDUCATION,Education & Learning
TX7930023055,2023-07-02,2023-07-03,477.83,INR,DR,Swiggy,CARD116923,MASTERCARD SWIGGY BENGALURU REF CARD116923,CARD,SAVINGS,Bengaluru,domino,DINING,Dining & Food Delivery
TX8496652612,2023-02-11,2023-02-13,54904.59,INR,DR,IKEA India,CARD339811,AMEX IKEA INDIA JAIPUR REF CARD339811,CARD,CURRENT,Jaipur,home centre,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX7587382741,2023-01-19,2023-01-19,855.55,INR,DR,Ola Cabs,CARD404431,VISA OLA CABS KOLKATA REF CARD404431,CARD,SAVINGS,Kolkata,ride,MOBILITY,Mobility – Ride Hailing & Transit
TX9253928456,2023-11-03,2023-11-06,27352.57,INR,DR,Indian Railways,CARD104689,RUPAY INDIAN RAILWAYS CHENNAI REF CARD104689,CARD,SAVINGS,Chennai,pnr,TRAVEL,Travel – Flights & Rail
TX7244620587,2024-02-02,2024-02-04,40842.15,INR,DR,Byju's,UPI67280752,UPI/UPI67280752 Byju's@ibl college JAIPUR,UPI,CREDIT_CARD,Jaipur,college,EDUCATION,Education & Learning
TX8581805518,2023-09-03,2023-09-04,13184.01,INR,DR,PolicyBazaar,NB5125868,ICICI NETBANK PolicyBazaar chargeback NB5125868,NETBANKING,CREDIT_CARD,Ahmedabad,chargeback,FINANCIAL_SERVICES,Financial Services & Charges
TX5068197343,2024-02-06,2024-02-08,54845.69,INR,DR,Asian Paints,CARD460069,AMEX ASIAN PAINTS DELHI REF CARD460069,CARD,CURRENT,Delhi,asian paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX5567957859,2023-01-29,2023-01-29,2065.34,INR,DR,Adani Electricity Mumbai,NB8953871,SBI NETBANK Adani Electricity Mumbai torrent power NB8953871,NETBANKING,SAVINGS,Kochi,torrent power,UTILITIES_POWER,Utilities – Electricity
TX9993687504,2023-10-14,2023-10-14,2103.13,INR,DR,Adani Electricity Mumbai,AUTO195826,AUTOPAY Adani Electricity Mumbai ugvcl REF AUTO195826,AUTOPAY,CURRENT,Pune,ugvcl,UTILITIES_POWER,Utilities – Electricity
TX7993777410,2023-03-02,2023-03-02,2256.35,INR,DR,NPCI,NB3507651,AXIS NETBANK NPCI chargeback NB3507651,NETBANKING,SAVINGS,Chennai,chargeback,FEES,Fees & Adjustments
TX5761292055,2024-03-26,2024-03-28,13576.79,INR,DR,GiveIndia,UPI46842410,UPI/UPI46842410 GiveIndia@oksbi foundation DELHI,UPI,CREDIT_CARD,Delhi,foundation,CHARITY,Charity & Donations
TX9483202150,2024-01-30,2024-02-02,924.12,INR,DR,Ola Cabs,UPI41954584,UPI/UPI41954584 Ola Cabs@upi uber JAIPUR,UPI,CREDIT_CARD,Jaipur,uber,MOBILITY,Mobility – Ride Hailing & Transit
TX2054298087,2023-08-24,2023-08-25,2198.64,INR,DR,Tata Power Delhi Distribution,NB8278504,YES NETBANK Tata Power Delhi Distribution mgvcl NB8278504,NETBANKING,CURRENT,Bengaluru,mgvcl,UTILITIES_POWER,Utilities – Electricity
TX2007006397,2023-03-29,2023-03-29,10204.04,INR,DR,IndiGo,UPI21568991,UPI/UPI21568991 IndiGo@ybl irctc AHMEDABAD,UPI,CURRENT,Ahmedabad,irctc,TRAVEL,Travel – Flights & Rail
TX5119887869,2023-02-09,2023-02-12,17955.49,INR,DR,Pepperfry,CARD320868,AMEX PEPPERFRY BENGALURU REF CARD320868,CARD,SAVINGS,Bengaluru,pepperfry,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX5326605388,2024-01-10,2024-01-11,991.37,INR,DR,Uber India,UPI70816460,UPI/UPI70816460 Uber India@oksbi transit DELHI,UPI,SAVINGS,Delhi,transit,MOBILITY,Mobility – Ride Hailing & Transit
TX9069527888,2024-04-18,2024-04-20,25792.91,INR,DR,MakeMyTrip,NB4224108,SBI NETBANK MakeMyTrip airline NB4224108,NETBANKING,CREDIT_CARD,Bengaluru,airline,TRAVEL,Travel – Flights & Rail
TX2166654609,2023-12-06,2023-12-06,3012.42,INR,DR,BookMyShow,CARD179717,MASTERCARD BOOKMYSHOW DELHI REF CARD179717,CARD,CURRENT,Delhi,spotify,ENTERTAINMENT,Entertainment & Media
TX7459132826,2024-02-07,2024-02-08,53513.17,INR,DR,Urban Ladder,CARD352020,RUPAY URBAN LADDER DELHI REF CARD352020,CARD,SAVINGS,Delhi,berger paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX7371164882,2023-12-11,2023-12-11,44302.02,INR,DR,Groww,NB8964589,KOTAK NETBANK Groww sip NB8964589,NETBANKING,CREDIT_CARD,Chennai,sip,FINANCIAL_SERVICES,Financial Services & Charges
TX1827471626,2023-12-13,2023-12-15,47871.37,INR,DR,PolicyBazaar,NEFT3336004,NEFT NEFT3336004 AXIS CREDIT PolicyBazaar icici prudential,NEFT,CREDIT_CARD,Pune,icici prudential,FINANCIAL_SERVICES,Financial Services & Charges
TX2154092647,2023-12-18,2023-12-20,40588.05,INR,DR,OnePlus Experience Store,EMI569759,EMI OnePlus Experience Store INST EMI569759,EMI,CURRENT,Kolkata,appliance,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX2347027973,2023-09-27,2023-09-28,1476.43,INR,DR,Ola Cabs,CARD715043,AMEX OLA CABS HYDERABAD REF CARD715043,CARD,CURRENT,Hyderabad,dmrc,MOBILITY,Mobility – Ride Hailing & Transit
TX4512168909,2023-01-05,2023-01-05,33091.62,INR,DR,Apple Store,NB3457190,ICICI NETBANK Apple Store samsung NB3457190,NETBANKING,CURRENT,Jaipur,samsung,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX7786336461,2023-06-05,2023-06-07,31990.52,INR,DR,PolicyBazaar,NB5705407,YES NETBANK PolicyBazaar hdfc life NB5705407,NETBANKING,CREDIT_CARD,Ahmedabad,hdfc life,FINANCIAL_SERVICES,Financial Services & Charges
TX1024264147,2024-02-17,2024-02-18,133863.67,INR,CR,Corporate Expense Desk,NEFT7481868,NEFT NEFT7481868 SBI CREDIT Corporate Expense Desk tds refund,NEFT,CREDIT_CARD,Delhi,tds refund,INCOME,Income & Refunds
TX8468231771,2023-10-29,2023-10-29,3758.73,INR,DR,Indian Oil Corporation,POS292883,POS HYDERABAD INDIAN OIL CORPORATION REF POS292883,POS,CREDIT_CARD,Hyderabad,petrol pump,FUEL,Fuel & Gas Stations
TX1611658566,2023-09-05,2023-09-05,885.34,INR,DR,Airtel Payments,UPI62966395,UPI/UPI62966395 Airtel Payments@upi data pack AHMEDABAD,UPI,CURRENT,Ahmedabad,data pack,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX5327090456,2023-03-25,2023-03-27,1627.71,INR,DR,Reliance Fresh,CARD752000,MASTERCARD RELIANCE FRESH JAIPUR REF CARD752000,CARD,SAVINGS,Jaipur,reliance smart,GROCERIES,Groceries & Daily Essentials
TX1909521519,2023-01-09,2023-01-12,5588.63,INR,DR,Google Workspace,CARD329019,VISA GOOGLE WORKSPACE KOCHI REF CARD329019,CARD,SAVINGS,Kochi,digital ocean,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX1213814572,2023-07-14,2023-07-14,66385.44,INR,DR,Groww,NEFT1016484,NEFT NEFT1016484 AXIS CREDIT Groww platform fee,NEFT,SAVINGS,Mumbai,platform fee,FINANCIAL_SERVICES,Financial Services & Charges
TX2229286130,2023-11-22,2023-11-24,7501.13,INR,DR,Zoom,SUB634682,SUBSCRIPTION Zoom linode SUB634682,SUBSCRIPTION,CREDIT_CARD,Kolkata,linode,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX7958460607,2023-12-02,2023-12-03,3322.18,INR,DR,Sony LIV,UPI97685063,UPI/UPI97685063 Sony LIV@paytm prime video DELHI,UPI,SAVINGS,Delhi,prime video,ENTERTAINMENT,Entertainment & Media
TX1551172334,2023-10-02,2023-10-03,28944.05,INR,DR,Asian Paints,CARD192288,RUPAY ASIAN PAINTS KOLKATA REF CARD192288,CARD,CURRENT,Kolkata,home centre,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX3298435660,2023-05-12,2023-05-13,2183.12,INR,DR,Disney+ Hotstar,CARD688449,AMEX DISNEY+ HOTSTAR JAIPUR REF CARD688449,CARD,CURRENT,Jaipur,spotify,ENTERTAINMENT,Entertainment & Media
TX5051759114,2023-06-22,2023-06-24,10092.27,INR,DR,Akshaya Patra Foundation,NB5831369,ICICI NETBANK Akshaya Patra Foundation crowdfunding NB5831369,NETBANKING,CREDIT_CARD,Bengaluru,crowdfunding,CHARITY,Charity & Donations
TX2957659560,2023-06-10,2023-06-13,40656.42,INR,DR,IKEA India,CARD534126,MASTERCARD IKEA INDIA CHENNAI REF CARD534126,CARD,CURRENT,Chennai,asian paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX7075715438,2023-12-13,2023-12-14,22470.62,INR,DR,Byju's,UPI49644861,UPI/UPI49644861 Byju's@upi unacademy JAIPUR,UPI,CURRENT,Jaipur,unacademy,EDUCATION,Education & Learning
TX6593705448,2024-03-13,2024-03-13,888.59,INR,DR,Uber India,UPI92358383,UPI/UPI92358383 Uber India@paytm cab fare AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,cab fare,MOBILITY,Mobility – Ride Hailing & Transit
TX7271819449,2023-07-20,2023-07-23,14675.99,INR,DR,Ketto,UPI56966281,UPI/UPI56966281 Ketto@upi foundation PUNE,UPI,SAVINGS,Pune,foundation,CHARITY,Charity & Donations
TX2429739939,2023-03-25,2023-03-26,26052.78,INR,DR,Fortis Healthcare,UPI67237300,UPI/UPI67237300 Fortis Healthcare@ibl opd PUNE,UPI,SAVINGS,Pune,opd,HEALTH,Health & Wellness
TX5505550198,2023-10-07,2023-10-08,929.33,INR,DR,Payment Gateway,CARD288365,VISA PAYMENT GATEWAY AHMEDABAD REF CARD288365,CARD,CURRENT,Ahmedabad,fastag,FEES,Fees & Adjustments
TX2433366837,2023-02-27,2023-02-27,8727.92,INR,DR,Zoom,CARD382452,VISA ZOOM KOLKATA REF CARD382452,CARD,CURRENT,Kolkata,microsoft,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX9633834684,2023-05-16,2023-05-19,23942.48,INR,DR,Milaap,NB7625147,ICICI NETBANK Milaap foundation NB7625147,NETBANKING,CREDIT_CARD,Kolkata,foundation,CHARITY,Charity & Donations
TX4173896458,2023-07-06,2023-07-06,48623.66,INR,DR,Groww,CARD903332,AMEX GROWW JAIPUR REF CARD903332,CARD,CREDIT_CARD,Jaipur,policybazaar,FINANCIAL_SERVICES,Financial Services & Charges
TX7633797520,2023-12-02,2023-12-05,6640.83,INR,DR,Google Workspace,UPI60701143,UPI/UPI60701143 Google Workspace@oksbi aws DELHI,UPI,SAVINGS,Delhi,aws,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX8554291083,2023-08-04,2023-08-06,22828.45,INR,DR,Fortis Healthcare,NB7731904,KOTAK NETBANK Fortis Healthcare diagnostic NB7731904,NETBANKING,CREDIT_CARD,Ahmedabad,diagnostic,HEALTH,Health & Wellness
TX6306497016,2023-01-06,2023-01-06,3371.74,INR,DR,Microsoft 365,UPI53493341,UPI/UPI53493341 Microsoft 365@oksbi subscription JAIPUR,UPI,SAVINGS,Jaipur,subscription,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX9421467447,2024-04-01,2024-04-04,40163.30,INR,DR,Local Schools,NB5786155,KOTAK NETBANK Local Schools test series NB5786155,NETBANKING,CREDIT_CARD,Kochi,test series,EDUCATION,Education & Learning
TX1358739471,2023-12-04,2023-12-05,2025.30,INR,DR,Tata Power Delhi Distribution,NB7270393,SBI NETBANK Tata Power Delhi Distribution pspcl NB7270393,NETBANKING,SAVINGS,Bengaluru,pspcl,UTILITIES_POWER,Utilities – Electricity
TX1671449930,2023-06-20,2023-06-21,7413.30,INR,DR,Zoom,SUB326504,SUBSCRIPTION Zoom 365 SUB326504,SUBSCRIPTION,SAVINGS,Kolkata,365,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX2070994342,2023-09-27,2023-09-27,366.76,INR,DR,Delhi Metro Rail Corporation,CARD408448,MASTERCARD DELHI METRO RAIL CORPORATION MUMBAI REF CARD408448,CARD,CREDIT_CARD,Mumbai,transit,MOBILITY,Mobility – Ride Hailing & Transit
TX4690100754,2023-07-12,2023-07-12,10765.24,INR,DR,Milaap,NB2331617,AXIS NETBANK Milaap ngo NB2331617,NETBANKING,CREDIT_CARD,Pune,ngo,CHARITY,Charity & Donations
